SRR307023	CS	ZT0	rep1
SRR307024	CS	ZT6	rep1
SRR307025	CS	ZT12	rep1
SRR307026	CS	ZT18	rep1
SRR307027	CS	ZT0	rep2
SRR307028	CS	ZT6	rep2
SRR307029	CS	ZT12	rep2
SRR307030	CS	ZT18	rep2
SRR307031	PER	ZT0	rep1
SRR307032	PER	ZT6	rep1
SRR307033	PER	ZT12	rep1
SRR307034	PER	ZT18	rep1
SRR307035	PER	ZT0	rep2
SRR307036	PER	ZT6	rep2
SRR307037	PER	ZT12	rep2
SRR307038	PER	ZT18	rep2
