H11_1	29550491
H11_2	34903956
H11_3	45521531
H15_1	27352236
H15_2	31725640
H15_3	36017845
H19_1	17824201
H19_2	44049047
H19_3	31264715
H23_1	40453080
H23_2	33957204
H23_3	33013198
H3_1	28370372
H3_2	33720089
H3_3	37492661
H7_1	39817578
H7_2	56092584
H7_3	142683369
#H7_3d	34897956
